Wall time,Step,Value
1606378540.958541,245,-4400.0
1606378543.1025467,485,-4000.0
1606378545.4769378,725,-4500.0
1606378547.556954,965,-3900.0
1606378549.7488897,1205,-4000.0
1606378551.9987643,1445,-4200.0
1606378554.162411,1685,-4000.0
1606378556.5966566,1925,-4600.0
1606378558.9682217,2165,-4400.0
1606378561.3223422,2405,-4400.0
1606378563.5795012,2645,-4100.0
1606378565.8223026,2885,-4100.0
1606378568.00924,3125,-3900.0
1606378570.429094,3365,-4600.0
1606378572.6315877,3605,-3800.0
1606378574.8686647,3845,-4000.0
1606378577.0022502,4085,-3900.0
1606378579.388498,4325,-4400.0
1606378581.5251396,4565,-4000.0
1606378583.6342328,4805,-3260.0
1606378586.0105448,5045,-4600.0
1606378588.0692334,5285,-3800.0
1606378590.4750822,5525,-4500.0
1606378592.7359793,5765,-4300.0
1606378595.0346808,6005,-4300.0
1606378597.3195417,6245,-4400.0
1606378599.7219365,6485,-4700.0
1606378601.9630332,6725,-4300.0
1606378604.3078742,6965,-4500.0
1606378606.3229942,7205,-120.0
1606378608.394125,7445,-3900.0
1606378610.827256,7685,-4800.0
1606378613.022784,7925,-4100.0
1606378615.2708325,8165,-4300.0
1606378617.5151215,8405,-4300.0
1606378619.9316492,8645,-4800.0
1606378622.3097706,8885,-4600.0
1606378624.6701086,9125,-4500.0
1606378627.0210888,9365,-4500.0
1606378629.3007927,9605,-4300.0
1606378631.6555667,9845,-4600.0
1606378634.0350075,10085,-4500.0
1606378636.2124913,10325,-4000.0
1606378638.550351,10565,-4500.0
1606378640.8134644,10805,-4300.0
1606378643.2724457,11045,-4800.0
1606378645.6275065,11285,-4500.0
1606378647.8748467,11525,-4200.0
1606378650.1362908,11765,-4300.0
1606378652.4143648,12005,-4400.0
1606378654.9025643,12245,-4400.0
1606378657.084068,12485,-4100.0
1606378659.2555647,12725,-4000.0
1606378661.6493607,12965,-4600.0
1606378664.081989,13205,-4600.0
1606378666.426508,13445,-4500.0
1606378668.58984,13685,-4000.0
1606378670.813987,13925,-4200.0
1606378672.9918838,14165,-4100.0
1606378675.3199277,14405,-4500.0
1606378677.579662,14645,-4200.0
1606378679.974344,14885,-4500.0
1606378682.4490926,15125,-4800.0
1606378684.900128,15365,-4700.0
1606378687.112231,15605,-4100.0
1606378689.480685,15845,-4500.0
1606378691.9131413,16085,-4700.0
1606378694.229075,16325,-4400.0
1606378696.5782256,16565,-4300.0
1606378698.8251092,16805,-4300.0
1606378701.0557902,17045,-4100.0
1606378703.2750823,17285,-4100.0
1606378705.5555556,17525,-4200.0
1606378707.8923166,17765,-4400.0
1606378710.1987267,18005,-4300.0
1606378712.5044568,18245,-4400.0
1606378715.0138977,18485,-4700.0
1606378717.2409887,18725,-4200.0
1606378719.5493915,18965,-4400.0
1606378721.9501727,19205,-4500.0
1606378724.2925954,19445,-4500.0
1606378726.6744373,19685,-4600.0
1606378728.9786355,19925,-4300.0
1606378731.0914,20165,-3900.0
1606378733.3787878,20405,-4400.0
1606378735.6824713,20645,-4300.0
1606378737.8847551,20885,-4000.0
1606378740.1833937,21125,-4300.0
1606378742.4510949,21365,-4000.0
1606378744.6459785,21605,-4100.0
1606378746.920465,21845,-4300.0
1606378749.285073,22085,-4700.0
1606378751.5919673,22325,-4500.0
1606378753.9202187,22565,-4400.0
1606378756.1778998,22805,-4400.0
1606378758.5288122,23045,-4600.0
1606378760.929917,23285,-4500.0
1606378763.2521586,23525,-4400.0
1606378765.582255,23765,-4400.0
1606378768.0153413,24005,-4600.0
1606378770.4586606,24245,-4400.0
1606378772.6164448,24485,-3900.0
1606378774.998701,24725,-4600.0
1606378777.3362157,24965,-4500.0
1606378779.550797,25205,-4300.0
1606378781.8761597,25445,-4600.0
1606378784.0088172,25685,-4100.0
1606378786.471881,25925,-4800.0
1606378788.6073127,26165,-4000.0
1606378790.943405,26405,-4600.0
1606378793.2330885,26645,-4500.0
1606378795.3727527,26885,-4200.0
1606378797.4804819,27125,-4000.0
1606378799.8053699,27365,-4500.0
1606378802.2079022,27605,-4600.0
1606378804.5645707,27845,-4600.0
1606378806.9784725,28085,-4600.0
1606378809.131876,28325,-4200.0
1606378811.286022,28565,-4100.0
1606378813.639812,28805,-4500.0
1606378815.9570258,29045,-4500.0
1606378818.2347682,29285,-4500.0
1606378820.5207334,29525,-4400.0
1606378822.640985,29765,-3900.0
1606378824.7979884,30005,-4000.0
1606378827.1575887,30245,-4700.0
1606378829.3292494,30485,-4200.0
1606378831.60049,30725,-4300.0
1606378833.8268013,30965,-4400.0
1606378835.9219313,31205,-1200.0
1606378838.3185792,31445,-4200.0
1606378840.5420325,31685,-3900.0
1606378843.0385647,31925,-4600.0
1606378845.1397383,32165,-140.0
1606378847.5343754,32405,-4300.0
1606378849.811927,32645,-4500.0
1606378855.374904,32885,-4600.0
1606378858.0735543,33125,-4400.0
1606378860.7253199,33365,-4400.0
1606378863.4757504,33605,-4700.0
1606378866.6263437,33845,-4600.0
1606378869.7052088,34085,-4500.0
1606378872.6325693,34325,-4100.0
1606378875.4947104,34565,-4300.0
1606378878.290484,34805,-4300.0
1606378880.685051,35045,-3800.0
1606378883.4471831,35285,-4500.0
