Wall time,Step,Value
1606342716.391255,245,400.0
1606342720.1658876,485,400.0
1606342724.971824,725,0.0
1606342729.520358,965,500.0
1606342733.9556274,1205,400.0
1606342737.5614886,1445,500.0
1606342742.5817637,1685,100.0
1606342746.255341,1925,500.0
1606342750.2081282,2165,600.0
1606342753.5610783,2405,800.0
1606342757.1553707,2645,300.0
1606342760.8868785,2885,700.0
1606342764.7640727,3125,500.0
1606342768.6300614,3365,600.0
1606342772.1884522,3605,500.0
1606342776.5303173,3845,500.0
1606342780.334569,4085,700.0
1606342784.8883343,4325,300.0
1606342788.507788,4565,300.0
1606342792.5262551,4805,600.0
1606342796.4003496,5045,800.0
1606342800.236005,5285,700.0
1606342803.7520695,5525,800.0
1606342808.14705,5765,400.0
1606342812.5202389,6005,300.0
1606342816.3325496,6245,300.0
1606342820.4060442,6485,500.0
1606342824.1055796,6725,300.0
1606342828.5335298,6965,200.0
1606342832.0412447,7205,1200.0
1606342835.190061,7445,800.0
1606342839.2950299,7685,500.0
1606342843.21494,7925,400.0
1606342848.1250598,8165,200.0
1606342851.1857436,8405,700.0
1606342854.9753482,8645,700.0
1606342858.8323581,8885,500.0
1606342862.890563,9125,600.0
1606342866.5171847,9365,200.0
1606342870.5020647,9605,100.0
1606342874.792366,9845,500.0
1606342879.1162386,10085,0.0
1606342882.723848,10325,1100.0
1606342886.5421433,10565,500.0
1606342890.1020567,10805,900.0
1606342893.415621,11045,700.0
1606342897.8090348,11285,400.0
1606342901.180187,11525,400.0
1606342905.1564348,11765,200.0
1606342909.2210138,12005,700.0
1606342913.0627246,12245,1200.0
1606342916.6394203,12485,600.0
1606342920.481274,12725,800.0
1606342924.22012,12965,1100.0
1606342928.3810017,13205,0.0
1606342931.9401987,13445,800.0
1606342935.473243,13685,1200.0
1606342938.6747346,13925,900.0
1606342942.6849263,14165,600.0
1606342946.6333497,14405,200.0
1606342950.6485143,14645,600.0
1606342954.0368826,14885,500.0
1606342957.5694873,15125,600.0
1606342961.3071008,15365,900.0
1606342964.474389,15605,800.0
1606342968.457676,15845,200.0
1606342971.9764822,16085,900.0
1606342975.72343,16325,400.0
1606342979.753304,16565,600.0
1606342983.06547,16805,700.0
