Wall time,Step,Value
1606329137.1779559,368,400.0
1606329139.5225956,608,500.0
1606329141.8149793,848,300.0
1606329143.906982,1088,500.0
1606329146.0889153,1328,600.0
1606329148.226015,1568,600.0
1606329150.5268917,1808,800.0
1606329152.5142539,2048,600.0
1606329153.4465995,2288,1400.0
1606329155.5303907,2528,800.0
1606329157.7121506,2768,800.0
1606329160.0712504,3008,0.0
1606329162.3256445,3248,500.0
1606329164.510272,3488,600.0
1606329166.7092657,3728,300.0
1606329168.8148794,3968,1000.0
1606329169.938194,4208,500.0
1606329172.1693354,4448,500.0
1606329174.4452643,4688,400.0
1606329176.4028795,4928,1300.0
1606329178.5644088,5168,800.0
1606329180.8356168,5408,400.0
1606329183.024746,5648,600.0
1606329185.211662,5888,500.0
1606329186.264699,6128,700.0
1606329188.5160556,6368,400.0
1606329190.7818282,6608,300.0
1606329193.0073466,6848,500.0
1606329195.1860278,7088,700.0
1606329197.3547208,7328,500.0
1606329199.3389463,7568,1400.0
1606329201.6316874,7808,500.0
1606329202.8689623,8048,0.0
1606329205.0654035,8288,600.0
1606329207.433884,8528,200.0
1606329209.755069,8768,300.0
1606329211.9676993,9008,600.0
1606329214.3089528,9248,800.0
1606329216.4649718,9488,600.0
1606329218.5823324,9728,700.0
1606329219.590719,9968,900.0
1606329221.882693,10208,300.0
1606329223.9018044,10448,1100.0
1606329226.195579,10688,200.0
1606329228.4543068,10928,400.0
1606329230.6913426,11168,500.0
1606329232.9106698,11408,500.0
1606329235.1554697,11648,500.0
1606329236.318499,11888,400.0
1606329238.330274,12128,1200.0
1606329240.7290983,12368,100.0
1606329242.7099764,12608,1300.0
1606329244.897525,12848,600.0
1606329247.023093,13088,1000.0
1606329249.2870517,13328,100.0
1606329251.481755,13568,800.0
1606329252.6733139,13808,400.0
1606329254.7841353,14048,1000.0
1606329256.871577,14288,900.0
1606329259.02999,14528,800.0
1606329261.2919,14768,700.0
1606329263.5762506,15008,100.0
1606329265.8383558,15248,700.0
1606329268.201182,15488,0.0
1606329269.3673985,15728,300.0
1606329271.578102,15968,500.0
1606329273.8581753,16208,200.0
1606329276.0222635,16448,600.0
1606329278.258918,16688,0.0
1606329280.2191029,16928,1300.0
1606329282.3698416,17168,600.0
1606329284.590208,17408,600.0
1606329285.753218,17648,200.0
1606329288.055929,17888,200.0
1606329290.178855,18128,800.0
1606329292.365886,18368,600.0
1606329294.4136484,18608,1200.0
1606329296.5480192,18848,400.0
1606329298.5878136,19088,100.0
1606329300.4167411,19328,1100.0
1606329301.380233,19568,700.0
1606329303.2611017,19808,900.0
1606329305.3696294,20048,200.0
1606329307.4628737,20288,500.0
1606329309.5276845,20528,400.0
1606329311.5960932,20768,500.0
1606329313.7170932,21008,0.0
1606329315.7491531,21248,400.0
1606329316.8019974,21488,400.0
1606329318.9650266,21728,500.0
1606329321.0733602,21968,100.0
1606329322.9083312,22208,1200.0
1606329325.0289571,22448,200.0
1606329327.0526757,22688,400.0
1606329328.9344435,22928,800.0
1606329330.9571335,23168,900.0
1606329332.1078594,23408,0.0
1606329334.3149366,23648,0.0
1606329336.301347,23888,700.0
1606329338.3334968,24128,400.0
1606329340.348923,24368,600.0
1606329342.4448576,24608,300.0
1606329344.5318904,24848,300.0
1606329346.570507,25088,100.0
1606329347.5226712,25328,700.0
1606329349.589458,25568,300.0
1606329351.7362971,25808,0.0
1606329353.7655413,26048,400.0
1606329355.8092327,26288,400.0
1606329357.8337176,26528,500.0
1606329359.8564715,26768,500.0
1606329361.8972247,27008,200.0
1606329362.9020188,27248,600.0
1606329364.9831083,27488,400.0
1606329366.9466393,27728,500.0
1606329368.7671707,27968,1100.0
1606329370.7256165,28208,900.0
1606329372.8925161,28448,0.0
1606329374.888981,28688,700.0
1606329376.9274187,28928,300.0
1606329377.933704,29168,700.0
1606329380.132019,29408,100.0
1606329382.2252975,29648,200.0
1606329384.206775,29888,600.0
1606329386.2758405,30128,400.0
1606329388.391628,30368,200.0
1606329390.4424324,30608,400.0
1606329392.4536383,30848,200.0
1606329393.3966815,31088,900.0
1606329395.3314633,31328,700.0
1606329397.4495904,31568,200.0
1606329399.4796507,31808,400.0
1606329401.4262667,32048,700.0
1606329403.4753532,32288,500.0
1606329405.5554588,32528,100.0
1606329407.6211686,32768,500.0
1606329411.3799157,33008,100.0
1606329413.542038,33248,100.0
1606329415.514953,33488,700.0
1606329417.754444,33728,400.0
1606329419.8757272,33968,400.0
1606329422.0343652,34208,0.0
1606329424.1277595,34448,300.0
1606329426.144988,34688,700.0
1606329427.2261095,34928,200.0
1606329429.0053926,35168,1200.0
1606329431.1978736,35408,100.0
1606329433.3980913,35648,200.0
1606329435.5891263,35888,400.0
1606329437.809712,36128,300.0
1606329440.039324,36368,300.0
1606329442.1867287,36608,0.0
1606329443.1776576,36848,1100.0
1606329445.07771,37088,800.0
1606329446.953838,37328,900.0
1606329448.8829212,37568,800.0
1606329450.9804204,37808,300.0
1606329453.1042159,38048,200.0
1606329455.2003803,38288,300.0
1606329457.3253572,38528,200.0
1606329458.3835628,38768,300.0
1606329460.3018334,39008,700.0
1606329462.2782319,39248,600.0
1606329464.263202,39488,500.0
1606329466.2552493,39728,700.0
1606329468.269287,39968,400.0
1606329470.2574852,40208,900.0
1606329472.3343546,40448,100.0
1606329473.313904,40688,800.0
1606329475.4948359,40928,200.0
1606329477.5938077,41168,300.0
1606329479.656004,41408,400.0
1606329481.6114795,41648,500.0
1606329483.5535862,41888,1000.0
1606329485.643844,42128,200.0
1606329487.7557397,42368,400.0
1606329488.8452156,42608,100.0
1606329490.9759789,42848,100.0
1606329493.1258621,43088,200.0
1606329495.3182368,43328,300.0
1606329497.539447,43568,100.0
1606329499.6463165,43808,100.0
1606329501.5733259,44048,900.0
1606329503.6204221,44288,800.0
1606329504.714358,44528,200.0
1606329506.7440085,44768,600.0
1606329508.8702633,45008,200.0
1606329510.9509683,45248,800.0
1606329513.114733,45488,100.0
1606329515.225635,45728,200.0
1606329517.3661098,45968,0.0
1606329519.466009,46208,400.0
1606329520.555073,46448,100.0
1606329522.6610065,46688,300.0
1606329524.566965,46928,700.0
1606329526.486882,47168,700.0
1606329528.380542,47408,800.0
1606329530.3464046,47648,600.0
1606329532.3961117,47888,500.0
1606329534.3392758,48128,300.0
1606329535.2524867,48368,1100.0
1606329537.1018476,48608,900.0
1606329539.0677986,48848,600.0
1606329541.0906568,49088,500.0
1606329543.1718798,49328,400.0
