Wall time,Step,Value
1606342700.0822775,245,-4300.0
1606342703.6919355,485,-4200.0
1606342707.3728397,725,-4600.0
1606342710.9931576,965,-4200.0
1606342714.8189168,1205,-4200.0
1606342719.1435359,1445,-4300.0
1606342723.8953867,1685,-4400.0
1606342727.5538535,1925,-3600.0
1606342732.9202116,2165,-4500.0
1606342736.660344,2405,-4400.0
1606342740.6525235,2645,-4600.0
1606342744.9561203,2885,-4400.0
1606342748.6780834,3125,-4000.0
1606342751.778217,3365,-3900.0
1606342755.3013365,3605,-4000.0
1606342759.4560878,3845,-4300.0
1606342763.705266,4085,-4200.0
1606342767.1064987,4325,-3700.0
1606342770.642493,4565,-4200.0
1606342774.439766,4805,-4300.0
1606342777.9461253,5045,-3900.0
1606342782.291585,5285,-4500.0
1606342785.756998,5525,-4100.0
1606342789.0555022,5765,-4100.0
1606342793.2586992,6005,-4600.0
1606342797.6524572,6245,-4600.0
1606342801.05781,6485,-4200.0
1606342805.5091026,6725,-4500.0
1606342809.7612922,6965,-4500.0
1606342813.233089,7205,-3500.0
1606342817.3697839,7445,-4700.0
1606342820.7372541,7685,-3700.0
1606342824.50191,7925,-4100.0
1606342828.6654017,8165,-4200.0
1606342831.963286,8405,-3600.0
1606342835.5291796,8645,-3700.0
1606342840.0852232,8885,-4700.0
1606342843.9391181,9125,-4300.0
1606342847.543151,9365,-4200.0
1606342850.9047842,9605,-4000.0
1606342854.7564836,9845,-4200.0
1606342858.6907964,10085,-4200.0
1606342862.8677485,10325,-4600.0
1606342866.898097,10565,-4400.0
1606342870.583653,10805,-4200.0
1606342874.5053227,11045,-4300.0
1606342878.7965474,11285,-4600.0
1606342882.5926948,11525,-3700.0
1606342885.896434,11765,-4400.0
1606342889.947992,12005,-4100.0
1606342893.491297,12245,-4500.0
1606342897.168516,12485,-4200.0
1606342900.8031225,12725,-4500.0
1606342904.8906975,12965,-4500.0
1606342908.5482917,13205,-4200.0
1606342912.7016,13445,-4800.0
1606342917.282556,13685,-4400.0
1606342921.558113,13925,-4400.0
1606342925.15776,14165,-4700.0
1606342928.7934942,14405,-3700.0
1606342932.2917264,14645,-4000.0
1606342936.0650065,14885,-3800.0
1606342940.8283334,15125,-4500.0
1606342944.7049758,15365,-4500.0
1606342948.6666784,15605,-4200.0
1606342952.8488579,15845,-4500.0
1606342956.6940932,16085,-3900.0
1606342960.4509723,16325,-4100.0
1606342963.758732,16565,-4100.0
1606342967.9369311,16805,-4600.0
1606342971.6376483,17045,-4500.0
1606342974.843225,17285,-4300.0
1606342979.1053338,17525,-4100.0
1606342983.4419007,17765,-4500.0
1606342987.662987,18005,-4400.0
1606342991.6677299,18245,-4600.0
1606342995.7165813,18485,-4600.0
1606342999.5797596,18725,-4200.0
1606343003.827754,18965,-4000.0
1606343007.7648563,19205,-3600.0
1606343012.3238304,19445,-4500.0
1606343016.499582,19685,-3700.0
1606343020.4325988,19925,-3900.0
1606343024.1830668,20165,-3900.0
1606343028.0276802,20405,-4000.0
1606343032.1086156,20645,-3600.0
1606343037.00937,20885,-4300.0
1606343041.5729694,21125,-4300.0
1606343045.8185732,21365,-4300.0
1606343049.7897658,21605,-4100.0
1606343054.481865,21845,-4600.0
1606343059.1850417,22085,-4500.0
1606343063.1518643,22325,-3800.0
1606343067.1711583,22565,-3900.0
1606343071.1568305,22805,-4200.0
1606343075.731361,23045,-4600.0
1606343079.6533158,23285,-4200.0
1606343084.0014184,23525,-4300.0
1606343088.6241126,23765,-4800.0
1606343092.7024262,24005,-4100.0
1606343097.376517,24245,-4200.0
1606343101.6607244,24485,-3900.0
1606343106.4582722,24725,-4500.0
1606343110.7348964,24965,-4000.0
1606343115.0492973,25205,-4300.0
1606343119.6719098,25445,-4600.0
1606343124.0482695,25685,-4300.0
1606343128.81817,25925,-4500.0
1606343132.7773354,26165,-4200.0
1606343137.3752728,26405,-4000.0
1606343141.4129934,26645,-4800.0
